				Classification 1					Classification 2						Classification 3					Classification 4 - Ontology leveraged		
tissue	human chorionic villus	8																				
tissue	pooled colon	8																				
tissue	adult antenna	8																				
tissue	epididymal fat tissue	8																				
tissue	kidney intact ureteric buds	8																				
tissue	rectosigmoid colon biopsy	8																				
tissue	apices	8																				
tissue	nasal epithelium	8																				
tissue	most distal colon	8																				
tissue	lung and msc	8																				
tissue	cortex.	8																				
tissue	subcutaneous backfat	8																				
tissue	parietal brain	8																				
tissue	fetal liver ter119 negative erythroid precursors	8																				
tissue	neonatal cardiomyocytes	8																				
tissue	caudal vertebral bone	8																				
tissue	caudal fin	8																				
tissue	mouse stroma	8																				
tissue	aortic valve	8																				
tissue	atria	8																				
tissue	ventricles	8																				
tissue	frontal brain	8																				
tissue	frozen liver	8																				
tissue	oocyte	8																				
tissue	ovules containing heart stage/torpedo stage embryos	8																				
tissue	normal mucosa	8																				
tissue	"colon, normal mucosa"	8																				
tissue	low density bone marrow	8																				
tissue	uterine endothelium;	8																				
tissue	terminal ileum biopsy	8																				
tissue	"brain, frontal cortex"	8																				
tissue	the fourth abdominal mammary glands	8																				
tissue	oncocytic thyroid carcinoma	8																				
tissue	bone marrow derived dendritic cells (bmdc)	8																				
tissue	monocyte	8																				
tissue	paw articular	8																				
tissue	ectopic thyroid	8																				
tissue	14week old gastrocnemius from nerve crushed mice	8																				
tissue	all tissues (whole oyster)	8																				
tissue	human b cell precursor leukemia	8																				
tissue	occipital brain	8																				
tissue	18 pooled thymi	8																				
tissue	embryonic olfactory bulb	8																				
tissue	vas deferens	8																				
tissue	rectus extraocular muscle	8																				
tissue	pooled lymph nodes	8																				
tissue	gastric lymph node (left pancreatic lymph node)	8																				
tissue	petal	8																				
tissue	whole bodies	8																				
tissue	carcass	8																				
tissue	whole melanoma tumor	8																				
tissue	magnum	8																				
tissue	mammary fat pad	8																				
tissue	pistil	8																				
tissue	human spleen	8																				
tissue	wilms' tumor	8																				
tissue	whole leaf	8																				
tissue	ependymal tissue	7																				
tissue	"transgenic mouse heart, expressing the g alpha i coupled receptor, ro1 (rassl or receptor activated solely by a synthetic ligand type opioid 1) protein"	7																				
tissue	colorectal tissue	7																				
tissue	normal colon mucosa obtained from the same patient as ch1	7																				
tissue	oncocytic thyroid adenoma	7																				
tissue	mouse pituitary corticotroph	7																				
tissue	pectoralis muscle	7																				
tissue	whole cortex	7																				
tissue	trophectoderm (te)	7																				
tissue	adrenal nodule	7																				
tissue	"transgenic mouse heart, expressing the g alpha q protein"	7																				
tissue	adrenocortical adenoma	7																				
tissue	whole medulla	7																				
tissue	colorectal tumour	7																				
tissue	seminal vesicle	7																				
tissue	murine palatal shelf tissue	7																				
tissue	combined hepatocellular carcinoma and cholangiocarcinoma	7																				
tissue	cultured spinal cord cells	7																				
tissue	young rosette leaves (5 7th)	7																				
tissue	total root	7																				
tissue	antenna disc derived cell line	7																				
tissue	cd4+foxp3  t cells and dendritic cells were obtained from spleen	7																				
tissue	bone marrow from femoral and tibial bones	7																				
tissue	presomitic mesoderm (psm) cells	6																				
tissue	brain (pons)	6																				
tissue	orthotopic thyroid	6																				
tissue	mobilized peripheral blood	6																				
tissue	white adipose tissue	6																				
tissue	meristem	6																				
tissue	brain (r1/isthmic region only)	6																				
tissue	whole body (with removed tunic)	6																				
tissue	embryonic mammary buds	6																				
tissue	mycorrhizal root tips	6																				
tissue	primary skin fibroblast	6																				
tissue	basal cell carcinoma	6																				
tissue	skeletal muscle (m.iliopsoas)	6																				
tissue	paired normal tissue of esophageal adenocarcinoma tissue	6																				
tissue	internode 9	6																				
tissue	blood cd4plus activated t cells	6																				
tissue	cd14+ monocytes from whole blood buffy coat	6																				
tissue	nevus 60	6																				
tissue	day 7 embryo	6																				
tissue	seedling (vegetative part)	6																				
tissue	mauthner cell (m cell)	6																				
tissue	placental tissues (obtained via chorionic villus sampling)	6																				
tissue	laser captured epithelial tumor cells	6																				
tissue	laser captured tumor stroma	6																				
tissue	adult primary fibroblasts	6																				
tissue	chorioallantoic membrane	6																				
tissue	metastatic lymph node	6																				
tissue	distal leaves	6																				
tissue	mature leaf (3rd true leaf)	6																				
tissue	proliferating leaf (3rd true leaf)	6																				
tissue	fresh brown adipose tissue	6																				
tissue	fresh white adipose tissue	6																				
tissue	spleen + lymph nodes	6																				
tissue	nevus 30	6																				
tissue	inflorescence	6																				
tissue	flower pedicel	6																				
tissue	central nervous system	6																				
tissue	submandibular gland	6																				
tissue	normal prostate	6																				
tissue	arterial	6																				
tissue	"endothelium of carotid, contralateral right common carotid artery (rca)"	6																				
tissue	full thickness dorsal skin.	6																				
tissue	mature rosette leafs	6																				
tissue	blood cd8plus activated  t cells	6																				
tissue	forebrain rostral to the caudal limit of the lateral ventricle	6																				
tissue	corneal epithelial cells	6																				
tissue	p15 sciatic nerve	6																				
tissue	epiphyseal growth plate	6																				
tissue	root tips	6																				
tissue	cd4+ t cells	6																				
tissue	150 whole embryos	6																				
tissue	embryo tissue	6																				
tissue	derived from infected brassica napus leaves	6																				
tissue	femoral head	6																				
tissue	gastrocnemius (medial & lateral)	6																				
tissue	peripheral blood.	6																				
tissue	isolated hepatocytes	6																				
tissue	anterior cingulate cortex	6																				
tissue	right hindlimb	6																				
tissue	adipocytes	6																				
tissue	pituitary gland	6																				
tissue	normal heart	6																				
tissue	prostate epithelial cells	6																				
tissue	whole testes	6																				
tissue	neocortex	6																				
tissue	cancerous esophagus	6																				
tissue	whole skin	6																				
tissue	day 13 embryo	6																				
tissue	hematopoietic stem cell enriched fraction from bone marrow	6																				
tissue	skin neck	6																				
tissue	inguinal lymph nodes	6																				
tissue	adultmale	6																				
tissue	cd44hicd62l cd25 cd4+ (memory) t cells were sorted form spleen and lymph nodes (mesenteric and cervical)	6																				
tissue	bone marrow sorted lin neg ckit+ cd150+ cd48neg hscs	6																				
tissue	metanephric kidney	6																				
tissue	fresh liver	6																				
tissue	18 pooled thymi x 3 replicates; pool of all the thymi used in the sortings; used as a common reference	6																				
tissue	dorsal telencephalon (cerebral cortex)	6																				
tissue	merkel cell carcinoma nodal metastasis tumor	6																				
tissue	whole nematode	6																				
tissue	mouse heart	6																				
tissue	adult ovaries	6																				
tissue	cremasteric sac	6																				
tissue	rice panicle (2 10mm)	6																				
tissue	heart (both atria and ventricles)	6																				
tissue	"whole body, 20 flies"	6																				
tissue	glumous flower	6																				
tissue	animal cap cells dissected from embryos injected with deed antisense (deed as) nucleotide against xenopus lhx1	6																				
tissue	ivf embryos	6																				
tissue	"cotyledon, with both the cotyledon petiole and the cotyledon tip removed"	6																				
tissue	breast carcinoma	6																				
tissue	glomerular isolation using magnetic bead perfusion	6																				
tissue	esophageal adenocarcinoma tissue	6																				
tissue	pool of all 6 treated and untreated prolactinomas	6																				
tissue	aortic wall	6																				
tissue	expanding leaf (3rd true leaf)	6																				
tissue	meristem enriched tissue sample	6																				
tissue	brain reference	6																				
tissue	rat ovary	6																				
tissue	prolactinoma	6																				
tissue	esophageal squamous cell carcinoma (pool of four)	6																				
tissue	organotypic cervical	6																				
tissue	matured rosette leaves	6																				
tissue	arachnoid	6																				
tissue	cerebellum (pooled from 24 donors)	6																				
tissue	"lung, left lobe"	6																				
tissue	whole rosettes	6																				
tissue	fetal tooth organ	6																				
tissue	differentiated cells	6																				
tissue	whole heads	6																				
tissue	aerial parts of seedlings	6																				
tissue	porcine pbmc	6																				
tissue	aerial parts	6																				
tissue	fourth inguinal mammary gland	6																				
tissue	seedling root elongation zone	6																				
tissue	epiblast	6																				
tissue	gut	6																				
tissue	whole young leaves	6																				
tissue	peritoneum	6																				
tissue	adult forebrain cortex	6																				
tissue	xenograft metastasis from primary tumor developed from modified lovo atcc cell line (#ccl 229)	6																				
tissue	normal spleen	6																				
tissue	pool	6																				
tissue	inner cell mass (icm)	6																				
tissue	cotyledons	6																				
tissue	kidney inner medulla	6																				
tissue	"pterygium, conjunctiva"	6																				
tissue	smooth muscle (colon)	6																				
tissue	bone marrow lt hscs (lin  sca1+ cd150+ cd48 )	6																				
tissue	brain (cortex)	6																				
tissue	pool of dorsal lobe prostate epithelium laser capture microdissected from three mice	6																				
tissue	normal ovarian surface epithelials cells	6																				
tissue	abdomen	6																				
tissue	animal cap cells	6																				
tissue	pool of anterior lobe prostate epithelium laser capture microdissected from three mice	6																				
tissue	umbillical cord blood	6																				
tissue	blood of a patient with ch (hypoplasia)	6																				
tissue	colonic biopsy	6																				
tissue	heart atrium	6																				
tissue	lumbar spinal cord	6																				
tissue	pool of anterior lobe prostate stroma laser capture microdissected from three mice	6																				
tissue	l2	6																				
tissue	l3	6																				
tissue	porcine brain	6																				
tissue	shoot apical meristem	6																				
tissue	isolated from spleen	6																				
tissue	blood of a healthy patient.	6																				
tissue	porcine lung	6																				
tissue	mandible	6																				
tissue	ebv transformed b lymphcytes line gm12093	6																				
tissue	free living mycelium	6																				
tissue	tumor material from maize leaves	6																				
tissue	neurectoderm derived from embryonic stem cells	6																				
tissue	nodule	6																				
tissue	palate	6																				
tissue	"endothelium of carotid, left common carotid artery (lca)"	6																				
tissue	right forelimb	6																				
tissue	hepatocellular carcinoma cells	6																				
tissue	rectum biopsy	6																				
tissue	leg muscle	6																				
tissue	internode 13	6																				
tissue	endometrium on day of oocyte retrieval	6																				
tissue	seedling root meristem zone	6																				
tissue	universal reference	6																				
tissue	pancreatic islet	6																				
tissue	operating resected hepatocellular carcinoma (hcc)	6																				
tissue	glomerular endothelial cell	6																				
tissue	frontal lobe	5																				
tissue	"esophagus, tumor"	5																				
tissue	ewing tumor	5																				
tissue	thymic carcinoids (acs)	5																				
tissue	caudal vertebral bone lesion	5																				
tissue	soft tissues overlying calvarial bones	5																				
tissue	dorsal pancreas	5																				
tissue	"esophagus, normal"	5																				
tissue	needles	5																				
tissue	breast reduction mammoplasty tissue explant	5																				
tissue	barrett's esophagous tissue with high grade dysplasia	5																				
tissue	growth cones of retinal ganglion cells from stage 24 embryo	5																				
tissue	breast tumor explant	5																				
tissue	anaplastic astrocytomas	5																				
tissue	uterine leiomyoma tumor	5																				
tissue	ovarian follicle	5																				
tissue	"breast tumor. trucut biopsy of breast tumor chemically induced with 7,12 dimethylbenz(a)anthracene before treatment with adriamycin. such biopsy was taken when tumor had 2cm3 volume."	5																				
tissue	malt lymphoma	5																				
tissue	gynecomastia	5																				
tissue	embryonic male gonads	5																				
tissue	epithelial explant	5																				
tissue	normal myometrium	5																				
tissue	periaortic lymph node metastasis	5																				
tissue	flesh	5																				
tissue	"breast tumor. trucut biopsy of breast tumor chemically induced with 7,12 dimethylbenz(a)anthracene before treatment with hydroxytyrosol. such biopsy was taken when tumor had 2cm3 volume"	5																				
tissue	glioblastoma multiforme (gbm glioblastomas)	5																				
tissue	barrett's esophagous tissue with low grade dysplasia	5																				
tissue	foetal kidney	5																				
tissue	unopened flower buds	5																				
tissue	calvarial bones	5																				
tissue	"breast tumor. trucut biopsy of breast tumor chemically induced with 7,12 dimethylbenz(a)anthracene. such biopsy was taken when tumor had 2cm3 volume."	5																				
tissue	rhabdomyosarcoma	5																				
tissue	paired normal tissue of barrett's esophagous tissue with low grade dysplasia	5																				
tissue	paired normal tissue of barrett's esophagous tissue with high grade dysplasia	5																				
tissue	retroperitoneal lymph node metastasis	5																				
tissue	lung lymph node	5																				
tissue	dissected thoracic horns	5																				
tissue	embryonic kidney cell	5																				
tissue	adultfemale	5																				
tissue	bursa	5																				
tissue	caseous granuloma	5																				
tissue	oa	5																				
tissue	upper peripheral lung zone	5																				
tissue	middle ear fluid	5																				
tissue	tumor bearing prostate	5																				
tissue	single transgenic control mouse heart	5																				
tissue	fetal spleen	5																				
tissue	wilms' tumour	5																				
tissue	dissected head horns	5																				
tissue	reactive lymph node	5																				
tissue	vena cava	4																				
tissue	t cells	4																				
tissue	circulating hemocytes	4																				
tissue	rad.a20 transduced liver	4																				
tissue	foot muscle	4																				
tissue	heart infarcted	4																				
tissue	anaplastic thyroid carcinoma	4																				
tissue	left forelimb	4																				
tissue	"the remaining cascade collected after removing salivary glands, gut, and malpighian tubules"	4																				
tissue	invasive lobular carcinoma	4																				
tissue	isolated from normal human lymph nodes	4																				
tissue	ovules at 12 dap	4																				
tissue	styles	4																				
tissue	dissected dorsal head epidermis (head horn)	4																				
tissue	unwounded skin	4																				
tissue	pancreatic lymph node	4																				
tissue	heart control	4																				
tissue	thoracic duct	4																				
tissue	petals dissected from mature floral bud	4																				
tissue	diencephalon of eight weeks old hgfap egfp mice (nolte c. et al. glia. 2001)	4																				
tissue	calcium radula sac	4																				
tissue	ap1 gr ap1 cal apical meristematic tissue	4																				
tissue	mesocotyls	4																				
tissue	human umbilical cord	4																				
tissue	colon epithelium	4																				
tissue	8 cell	4																				
tissue	ovules at 2 dap	4																				
tissue	first leaf	4																				
tissue	ovules at 6 dap	4																				
tissue	sepals dissected from mature floral bud	4																				
tissue	inflorescence tip	4																				
tissue	monocyte derived macrophages	4																				
tissue	normal breast tissue	4																				
tissue	mature liver	4																				
tissue	larval midgut	4																				
tissue	carpels dissected from mature floral bud	4																				
tissue	green part of the whole plant	4																				
tissue	contralateral descended testes	4																				
tissue	immature radula sac	4																				
tissue	infected rice leaves	4																				
tissue	total blood	4																				
tissue	wat	4																				
tissue	fetal heart	4																				
tissue	spleen and lymph nodes cd4 t cells	4																				
tissue	ovules at 18 dap	4																				
tissue	normal bladder	4																				
tissue	ovules at 10 dap	4																				
tissue	facial tumor	4																				
tissue	mixture	4																				
tissue	total cardiac cells	4																				
tissue	whole aerial parts (leaf tissue)	4																				
tissue	skin and the underlying muscle	4																				
tissue	cauda epididymis	4																				
tissue	ssea1 c kit positive differentiated cells	4																				
tissue	secondary stems	4																				
tissue	oropharyngeal carcinoma kb	4																				
tissue	growth cones of retinal ganglion cells from stage 32 embryo	4																				
tissue	anthers	4																				
tissue	quadraceps muscle	4																				
tissue	rad.bgalactosidase transduced liver	4																				
tissue	ventral prothoracic disc	4																				
tissue	nerve	4																				
tissue	pre microsporangial floral bud	4																				
tissue	cd4+foxp3  t cells were obtained from spleen and dendritic cells were obtained from lamina propria	4																				
tissue	whole body extracts (45 organisms)	4																				
tissue	whole flower buds	4																				
tissue	gonadal white adipose tissue	4																				
tissue	cardiac cells	4																				
tissue	peritoneal metastasis	4																				
tissue	median nectaries	4																				
tissue	olfactory rosettes;	4																				
tissue	pre meiotic floral buds	4																				
tissue	anterior distal region of embryo	4																				
tissue	inner stem tissue	4																				
tissue	integument	4																				
tissue	normal human skin obtained incidental to breast or abdomen reduction surgery	4																				
tissue	developed rosette leaves	4																				
tissue	ovules at 22 dap	4																				
tissue	left hindlimb	4																				
tissue	ovules at 14 dap	4																				
tissue	iron radula sac	4																				
tissue	posterior proximal region of embryo	4																				
tissue	yolk sac	4																				
tissue	preingression epiblast (e2 region) isolated from embryos	4																				
tissue	ovules at 20 dap	4																				
tissue	corpus epididymis	4																				
tissue	late stage mouse mammary tumor	4																				
tissue	jeg3 choriocarcinoma cell line	4																				
tissue	young fruits	4																				
tissue	pooled nic tumor	4																				
tissue	breast muscle	4																				
tissue	lobular carcinoma in situ	4																				
tissue	inferior retina	4																				
tissue	cultured melanocyte	4																				
tissue	eac	4																				
tissue	early systemic leaves	4																				
tissue	panicles	4																				
tissue	foreskin dermis	4																				
tissue	stamens dissected from mature floral bud	4																				
tissue	olfactory bulb	4																				
tissue	apex	4																				
tissue	thyroid follicles	4																				
tissue	normal thyroid	4																				
tissue	blastocyst	4																				
tissue	prostate tissues	4																				
tissue	l1	4																				
tissue	skeletal muscle (m. vastus lateralis)	4																				
tissue	superior retina	4																				
tissue	dorsal root ganglion	4																				
tissue	brain vesicle of larva	4																				
tissue	pulp	4																				
tissue	cells of larva without brain vesicles	4																				
tissue	ebv transformed b lymphcytes line gm12092	4																				
tissue	ovules at 4 dap	4																				
tissue	thymusemigrants	4																				
tissue	shoots containig shoot apical meristem	4																				
tissue	adrenocortical cancer	4																				
tissue	brain (cerebrum)	4																				
tissue	bewo choriocarcinoma cells	4																				
tissue	ovules at 8 dap	4																				
tissue	ovules at 16 dap	4																				
tissue	colon adenoma	4																				
tissue	normal muscle	4																				
tissue	prefrontal cortex from adult appsa knock in mouse	3																				
tissue	uredinial stage palissade mesophyll	3																				
tissue	"flowers stage 12, stamens"	3																				
tissue	semi circular canal duct (sccd) epithelia	3																				
tissue	insulinoma	3																				
tissue	"flowers stage 15, stamen"	3																				
tissue	branchial sac	3																				
tissue	rosette leaf # 4	3																				
tissue	rectal adenoma	3																				
tissue	testes without accessory gland	3																				
tissue	preingression epiblast (e2 region) isolated from control embryos	3																				
tissue	neural complex	3																				
tissue	zea mayes root	3																				
tissue	50 % liver / 30 % brain / 20 % lung	3																				
tissue	interstitial stromal cells	3																				
tissue	normal brain sample	3																				
tissue	brain cerebral cortex	3																				
tissue	egg cell	3																				
tissue	choroid	3																				
tissue	neurofibroma	3																				
tissue	endostyle	3																				
tissue	petals	3																				
tissue	dahl s rat heart	3																				
tissue	"leaf 7, petiol"	3																				
tissue	adult mouse peyer's patches	3																				
tissue	blood (buffy coat)	3																				
tissue	"left front mammary gland, gland cistern"	3																				
tissue	cauline leaves	3																				
tissue	iris	3																				
tissue	carpels	3																				
tissue	whole vestibules	3																				
tissue	"left front mammary gland, lobuloalveolar"	3																				
tissue	proximal tubules	3																				
tissue	staminodia	3																				
tissue	45 % liver / 45 % brain / 10 % lung	3																				
tissue	"see furukawa et al., am j pathol, 1996"	3																				
tissue	"flowers stage 12, petals"	3																				
tissue	0 % liver / 0 % brain / 100 % lung	3																				
tissue	sub capsular cortex	3																				
tissue	ureter	3																				
tissue	70 % liver / 25 % brain / 5 % lung	3																				
tissue	central cortex	3																				
tissue	digestive grand	3																				
tissue	pharyngeal secretions	3																				
tissue	conjunctiva	3																				
tissue	"breast tumor, microdissected stroma"	3																				
tissue	pericaval lymph node metastasis	3																				
tissue	sinonasal mucosa	3																				
tissue	pancreatic acini	3																				
tissue	shoot tip	3																				
tissue	5 % liver / 25 % brain / 70 % lung	3																				
tissue	rhizome internodes	3																				
tissue	"shoot apex, transition (before bolting)"	3																				
tissue	androgenetic complete hydatidiform mole	3																				
tissue	gastric cancer	3																				
tissue	human distal lung	3																				
tissue	70 % liver / 5 % brain / 25 % lung	3																				
tissue	lineage depleted tumor	3																				
tissue	periodontitis affected gingival tissue	3																				
tissue	whole cochleae	3																				
tissue	pterygium	3																				
tissue	medullary thick ascending limb of henle⊙s	3																				
tissue	ectopic endometrium	3																				
tissue	rhizome tip	3																				
tissue	stamens	3																				
tissue	"flowers stage 15, petals"	3																				
tissue	primary retinal pigmented epithelium	3																				
tissue	55 % liver / 20 % brain / 25 % lung	3																				
tissue	bone tumor	3																				
tissue	htr 8/svneo cell line	3																				
tissue	myocardium in left ventricular	3																				
tissue	whole adult male	3																				
tissue	porcine duodenum	3																				
tissue	uredinial stage spongy mesophyll	3																				
tissue	articular cartilage	3																				
tissue	healthy gingival tissue	3																				
tissue	merkel cell carcinoma skin metastasis tumor	3																				
tissue	ach3p cell line	3																				
tissue	pooled dna from the blood of 18 healthy individuals	3																				
tissue	oral cavity normal tissue	3																				
tissue	synergid cell	3																				
tissue	ten pooled (4 8s) murine placodal ectoderms	3																				
tissue	"flowers stage 15, pedicels"	3																				
tissue	internode stems from 15cm tall	3																				
tissue	1st node	3																				
tissue	sepals	3																				
tissue	"stem, 2nd internode"	3																				
tissue	50 % liver / 40 % brain / 10 % lung	3																				
tissue	uredinial stage spores	3																				
tissue	peri medullary cortex	3																				
tissue	eutopic endometrium	3																				
tissue	normal adrenal pooled from various individuals	3																				
tissue	oocyte associated follicle cell	3																				
tissue	prefrontal cortex from adult aplp2 knock out mouse	3																				
tissue	peripheral blood derived dna	3																				
tissue	mammary gland tumor (5000 cells laser capture microdissected from frozen oct block)	3																				
tissue	epithelial cells	3																				
tissue	umbilical vein	3																				
tissue	"left front mammary gland, teat cistern"	3																				
tissue	"flowers stage 15, carpels"	3																				
tissue	60 % liver / 35 % brain / 5 % lung	3																				
tissue	prefrontal cortex from adult wild type mouse	3																				
tissue	"left front mammary gland, furstenburg's rosette"	3																				
tissue	saliva	3																				
tissue	sghpl 5 cell line	3																				
tissue	65 % liver / 34 % brain / 1 % lung	3																				
tissue	pvd and oll neurons	3																				
tissue	gi	3																				
tissue	55 % liver / 30 % brain / 15 % lung	3																				
tissue	whole mixed stage hermaphrodite	3																				
tissue	"flowers stage 12, sepals"	3																				
tissue	"mesenteric lymph nodes, spleen"	3																				
tissue	"breast tumor, microdissected tumor"	3																				
tissue	tomato pericarp	3																				
tissue	prefrontal cortex from adult aplp2 knock out mouse with mixed genetic background	3																				
tissue	anterior prostate tissue	3																				
tissue	blood of a pool of 5 healthy males	3																				
tissue	"flowers stage 15, sepals"	3																				
tissue	ten pooled 4 8s murine placodal ectoderms	3																				
tissue	0 % liver / 100 % brain / 0 % lung	3																				
tissue	oral squamous cell carcinoma	3																				
tissue	"flowers stage 12, carpels"	3																				
tissue	s.lew(10)x12x2x3x5 congenic rat heart	3																				
tissue	prefrontal cortex from adult app knock out mouse	3																				
tissue	eye antenna disc derived cell line	3																				
tissue	25 % liver / 70 % brain / 5 % lung	3																				
tissue	100 % liver / 0 % brain / 0 % lung	3																				
tissue	immature ear.	3																				
tissue	larval salivary gland	3																				
tissue	mln	3																				
tissue	cartilage	3																				
tissue	young leaf	3																				
tissue	coronary artery atheroma	3																				
tissue	shoot internodes	3																				
tissue	endodermis	3																				
tissue	secondary brain tumor	3																				
tissue	body wall muscle	3																				
tissue	whole worm extract	2																				
tissue	rice panicle (9cm 12cm)	2																				
tissue	lung metastasis	2																				
tissue	human osteosarcoma os 91	2																				
tissue	human osteosarcoma os 84	2																				
tissue	cerebrospinal fluid	2																				
tissue	anther	2																				
tissue	human osteosarcoma os 53	2																				
tissue	human osteosarcoma os 54	2																				
tissue	cerebral cortex prefrontal	2																				
tissue	human osteosarcoma os 44	2																				
tissue	blood of a patient with ch (athreosis)	2																				
tissue	"right rear mammary gland, furstenburg's rosette"	2																				
tissue	the silkgland	2																				
tissue	"right rear mammary gland, teat cistern"	2																				
tissue	pool of benign mammary gland epithelium from two mice (5000 cells laser capture microdissected from each frozen oct block)	2																				
tissue	ebv transformed b lymphcytes line gm10849	2																				
tissue	supraspinatus tendon	2																				
tissue	b lymphocyte	2																				
tissue	skin (caudal fin)	2																				
tissue	brain subventricular zone (svz)	2																				
tissue	cop1 control embryos	2																				
tissue	"adbominal subcutaneous adipose tissue, collected via needle biopsy"	2																				
tissue	whole eyes	2																				
tissue	"right rear mammary gland, gland cistern"	2																				
tissue	crhr2+/+	2																				
tissue	"right front mammary gland, teat cistern"	2																				
tissue	"right front mammary gland, gland cistern"	2																				
tissue	ent	2																				
tissue	undifferentiated npc	2																				
tissue	brain cortex	2																				
tissue	human osteosarcoma os 16a	2																				
tissue	axillary shoots	2																				
tissue	mammary tumor without jam a	2																				
tissue	"left rear mammary gland, lobuloalveolar"	2																				
tissue	human osteosarcoma os 10b	2																				
tissue	renal tumor	2																				
tissue	ejaculated spermatozoa	2																				
tissue	thp 1	2																				
tissue	intestine large	2																				
tissue	brain disc complexes	2																				
tissue	"left rear mammary gland, teat cistern"	2																				
tissue	mammary gland  lact	2																				
tissue	organotypic hippocampal slice cultures	2																				
tissue	semi circular canal duct(sccd) epithelia	2																				
tissue	spleen metastasis	2																				
tissue	pooled normal brain tissue	2																				
tissue	normal lung parenchyma	2																				
tissue	facs sorted cells from mediastinal lymph nodes	2																				
tissue	lung squamous beas 2b sox2 cells	2																				
tissue	prostate metastasis	2																				
tissue	mature sperm	2																				
tissue	18dpp mouse testes	2																				
tissue	occipital lobe	2																				
tissue	"right rear mammary gland, lobuloalveolar"	2																				
tissue	whole l2 hermaphrodite	2																				
tissue	semi circular canal duct epithelium   dex treated	2																				
tissue	clinically negative of npc	2																				
tissue	male body	2																				
tissue	peripheral blood individual 1	2																				
tissue	peripheral blood individual 2	2																				
tissue	peripheral blood individual 3	2																				
tissue	whole adult hermaphrodite	2																				
tissue	control heart	2																				
tissue	root apical papilla	2																				
tissue	normal liver tissues from patients with liver hemangioma	2																				
tissue	human osteosarcoma os 15	2																				
tissue	mucosa (stomach)	2																				
tissue	adipose brown	2																				
tissue	human osteosarcoma os 12	2																				
tissue	human osteosarcoma os 13	2																				
tissue	hypocotyl	2																				
tissue	"colon, colorectal adenocarcinoma"	2																				
tissue	fetal cortex	2																				
tissue	"left rear mammary gland, gland cistern"	2																				
tissue	human osteosarcoma os 1	2																				
tissue	human osteosarcoma os 4	2																				
tissue	human osteosarcoma os 6	2																				
tissue	human osteosarcoma os 8	2																				
tissue	"blood, whole"	2																				
tissue	axillary buds	2																				
tissue	intestine small	2																				
tissue	human brain (g001)	2																				
tissue	human brain (g002)	2																				
tissue	merkel cell carcinoma metastasis tumor	2																				
tissue	melanocytes	2																				
tissue	"fruits, 170 daf (days after flowering)"	2																				
tissue	moblized leukapheresis	2																				
tissue	lung squamous beas 2b control cells	2																				
tissue	primary foreskin fibroblasts pd38	2																				
tissue	human periodontal ligament cells	2																				
tissue	primary foreskin fibroblasts pd64	2																				
tissue	crhr2 /	2																				
tissue	primary foreskin fibroblasts pd80	2																				
tissue	"mix of heart, liver, spleen, kidney, brain"	2																				
tissue	root tissue	2																				
tissue	dorsal skin from wildtype	2																				
tissue	"left rear mammary gland, furstenburg's rosette"	2																				
tissue	infected barley leaves	2																				
tissue	the last formed two somites	2																				
tissue	fetal kidney	2																				
tissue	"right front mammary gland, furstenburg's rosette"	2																				
tissue	large trigeminal ganglion	2																				
tissue	small trigeminal ganglion	2																				
tissue	trigeminal ganglion	2																				
tissue	whole l4 hermaphrodite	2																				
tissue	bursa of fabricius	2																				
tissue	ips derived retinal pigmented epithelium	2																				
tissue	mammary gland non lactating	2																				
tissue	rice panicle (5cm 8cm)	2																				
tissue	center tailbud	2																				
tissue	anterior psm	2																				
tissue	18.5dpc embryo testes	2																				
tissue	center psm	2																				
tissue	fetus	2																				
tissue	preovulatory follicles	2																				
tissue	retinal pigment epithelium	2																				
tissue	ascitic fluids	2																				
tissue	shoot apical meristem region and developing leaf primordia	2																				
tissue	adipose white	2																				
tissue	kidney 2	2																				
tissue	kidney 1	2																				
tissue	ebv transformed b lymphcytes gm08714	2																				
tissue	osteoblast	2																				
tissue	oviduct	2																				
tissue	whole oocytes	2																				
tissue	rna extracted from stem and leaves	2																				
tissue	isolated cortices	2																				
tissue	third developing leaflet	2																				
tissue	shoot apex	2																				
tissue	merkel cell carcinoma recurrence tumor	2																				
tissue	cop1 null embryos	2																				
tissue	splenocytes	2																				
tissue	porcine proximal jejunum	2																				
tissue	"apilocytic astrocytoma, juvenile pilocytic astrocytoma, or cystic cerebellar astrocytoma"	2																				
tissue	dorsal skin from deltanp63alpha overexpressing animals	2																				
tissue	porcine ascending colon	2																				
tissue	reference control	2																				
tissue	larynx	2																				
tissue	primary megakaryocytes	2																				
tissue	25dpp mouse testes	2																				
tissue	base stems from 15cm tall	2																				
tissue	whole l1 hermaphrodite	2																				
tissue	liver tumor adjacent	2																				
tissue	ebv transformed b lymphcytes line gm12089	2																				
tissue	whole l3 hermaphrodite	2																				
tissue	"unknown, liver"	2																				
tissue	blastoyst	2																				
tissue	medullary thyroid carcinoma	2																				
tissue	thymus emigrants	2																				
tissue	"brain,heart,lung,liver,stomach,intestine,colon,kidney,muscle,spleen,skin"	2																				
tissue	colorectal mucosa (same patient as ch1)	2																				
tissue	porcine distal jejunum	2																				
tissue	failing heart	2																				
tissue	es derived retinal pigmented epithelium	2																				
tissue	"small intestine, si 1"	2																				
tissue	liver 1	2																				
tissue	"small intestine, si 2"	2																				
tissue	"small intestine, si 3"	2																				
tissue	liver 2	2																				
